number,State,population,population category,State2,score final,Website,TLS Level,Certificate Expiry,Certificate Signed,Country Code,Domain,cert_type,Country Code2,SWEET 32,Certificate Issuer,HTTP Check,HEARTBLEED,HSTS_CHECK,PORT 80,POODLE,DROWN,FREAK,County_site,Number of Open Ports,protocol1,protocol2,protocol3,protocol4,protocol5,protocol6,protocol7
2893,WV,25078,"1 to 75,000",WV,9,nicholascountywv.org,No TLS, not expired, not self-signed,US, .org, non-EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,nicholascountywv.org,0,,,,,,,
2894,WV,42143,"1 to 75,000",WV,15,ohiocountywv.gov,TLS 1.3, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, Cloudflare Inc ECC CA-3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,ohiocountywv.gov,2,,,,,,,
2895,WV,7001,"1 to 75,000",WV,14,pendletoncounty.wv.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, DigiCert TLS RSA SHA256 2020 CA1,HTTP/1.0 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,pendletoncounty.wv.gov,0,,,,,,,
2896,WV,7482,"1 to 75,000",WV,14,pleasantscountywv.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, R3,HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,pleasantscountywv.org,12,ftp,ssh,dns,,,,
2897,WV,8450,"1 to 75,000",WV,13,pocahontascountywv.com,TLS 1.3, not expired, not self-signed, US, .com, EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,Strict Transport Security Found,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,pocahontascountywv.com,0,,,,,,,
2898,WV,56610,"1 to 75,000",WV,7,putnamcountygov.com,No TLS, not expired, not self-signed, Unknown, .com, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,putnamcountygov.com,0,,,,,,,
2899,WV,75252,"75,001 to 149,999",WV,13,raleighcounty.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,raleighcounty.org,11,ftp,smtp,dns,,,,
2900,WV,28930,"1 to 75,000",WV,13,randolphcountycommissionwv.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, Cloudflare Inc ECC CA-3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,randolphcountycommissionwv.org,2,,,,,,,
2901,WV,14020,"1 to 75,000",WV,11,roanewv.com,TLS 1.2, not expired, not self-signed, US, .com, non-EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,roanewv.com,0,,,,,,,
2902,WV,24502,"1 to 75,000",WV,11,upshurcounty.org,TLS 1.2, not expired, not self-signed, US, .org, EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,upshurcounty.org,0,,,,,,,
2903,WV,40303,"1 to 75,000",WV,11,waynecountywv.org,TLS 1.2, not expired, not self-signed, US, .org, EV, Unknown, NOT VULNERABLE, not found,HTTP 4XX,NOT VULNERABLE,No HSTS,Closed,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,waynecountywv.org,0,,,,,,,
2904,WV,8386,"1 to 75,000",WV,14,webstercounty.wv.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, DigiCert TLS RSA SHA256 2020 CA1,HTTP/1.0 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,webstercounty.wv.gov,0,,,,,,,
2905,WV,15436,"1 to 75,000",WV,13,wetzelcountycommission.com,TLS 1.3, not expired, not self-signed, US, .com, EV, US, NOT VULNERABLE, DigiCert TLS RSA SHA256 2020 CA1,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,wetzelcountycommission.com,1,ssh,,,,,,
2906,WV,5798,"1 to 75,000",WV,14,wirtcounty.wv.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, DigiCert TLS RSA SHA256 2020 CA1,HTTP/1.0 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,wirtcounty.wv.gov,0,,,,,,,
2907,WV,84960,"75,001 to 149,999",WV,13,woodcountywv.com,TLS 1.3, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,woodcountywv.com,1,ssh,,,,,,
2908,WV,0,STATE,WV,14,wv.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, DigiCert TLS RSA SHA256 2020 CA1,HTTP/1.0 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,wv.gov,0,,,,,,,
2909,WV,16864,"1 to 75,000",WV,11,wvcountytaylor.com,TLS 1.3, not expired, not self-signed, US, .com, non-EV, GB,VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,wvcountytaylor.com,1,,,,,,,
2910,WV,21281,"1 to 75,000",WV,12,wyomingcounty.com,TLS 1.2, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,wyomingcounty.com,1,ssh,,,,,,
2911,WV,6982,"1 to 75,000",WV,14,tuckercounty.wv.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, DigiCert TLS RSA SHA256 2020 CA1,HTTP/1.0 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,tuckercounty.wv.gov,0,,,,,,,
2912,WV,8811,"1 to 75,000",WV,11,tylercountywv.com,TLS 1.2, not expired, not self-signed, US, .com, non-EV, US,VULNERABLE," cPanel, Inc. Certification Authority",HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,tylercountywv.com,7,ssh,dns,,,,,
2913,WV,9844,"1 to 75,000",WV,14,ritchiecounty.wv.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, DigiCert TLS RSA SHA256 2020 CA1,HTTP/1.0 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,ritchiecounty.wv.gov,0,,,,,,,
2914,WV,12848,"1 to 75,000",WV,15,www.summerscountywv.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,Strict Transport Security Found,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,www.summerscountywv.gov,0,,,,,,,
2915,WV,16166,"1 to 75,000",WV,9,lewiscountywv.org,unknown, not expired, not self-signed, Unknown, .org, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Closed,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,lewiscountywv.org,0,,,,,,,
2916,WV,33683,"1 to 75,000",WV,16,prestoncountywv.gov,TLS 1.3, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, R3,HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,prestoncountywv.gov,13,ftp,ssh,dns,,,,
2917,WY,11882,"1 to 75,000",WY,15,bighorncountywy.gov,TLS 1.3, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE," cPanel, Inc. Certification Authority",HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,bighorncountywy.gov,10,ftp,ssh,dns,,,,
2918,WY,15247,"1 to 75,000",WY,10,carbonwy.com,TLS 1.2, not expired, not self-signed, US, .com, EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,carbonwy.com,0,,,,,,,
2919,WY,47409,"1 to 75,000",WY,12,ccgov.net,TLS 1.2, not expired, not self-signed, US, .net, EV, US, NOT VULNERABLE, DigiCert SHA2 Secure Server CA,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,ccgov.net,0,,,,,,,
2920,WY,38390,"1 to 75,000",WY,12,co.albany.wy.us,TLS 1.2, not expired, not self-signed, US, .us, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.albany.wy.us,0,,,,,,,
2921,WY,13921,"1 to 75,000",WY,11,conversecounty.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,conversecounty.org,0,,,,,,,
2922,WY,7472,"1 to 75,000",WY,10,crookcounty.wy.gov,unknown, not expired, not self-signed, Unknown, .gov, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Closed,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,crookcounty.wy.gov,1,,,,,,,
2923,WY,39812,"1 to 75,000",WY,12,fremontcountywy.org,TLS 1.2, not expired, not self-signed, US, .org, EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,fremontcountywy.org,0,,,,,,,
2924,WY,13342,"1 to 75,000",WY,10,goshencounty.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,goshencounty.org,3,ftp,dns,,,,,
2925,WY,4607,"1 to 75,000",WY,13,hscounty.com,TLS 1.3, not expired, not self-signed, US, .com, EV, US, NOT VULNERABLE," cPanel, Inc. Certification Authority",HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,hscounty.com,10,ftp,ssh,dns,,,,
2926,WY,8487,"1 to 75,000",WY,11,johnsoncountywyoming.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, US,VULNERABLE," cPanel, Inc. Certification Authority",HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,johnsoncountywyoming.org,8,ftp,,,,,,
2927,WY,98320,"75,001 to 149,999",WY,10,laramiecounty.com,TLS 1.2, not expired, not self-signed, US, .com, EV, GB,VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,laramiecounty.com,1,ftp,,,,,,
2928,WY,19274,"1 to 75,000",WY,11,lcwy.org,TLS 1.2, not expired, not self-signed, US, .org, EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 302 Redirect,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,lcwy.org,0,,,,,,,
2929,WY,80333,"75,001 to 149,999",WY,7,natrona.net,No TLS, not expired, not self-signed, Unknown, .net, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,natrona.net,0,,,,,,,
2930,WY,2422,"1 to 75,000",WY,10,niobraracounty.org,TLS 1.2, not expired, not self-signed, US, .org, EV, GB,VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,niobraracounty.org,1,ftp,,,,,,
